Country,Indicator,Value,Rank,Country_with_rank
Afghanistan,Budget,3.6,103,103. Afghanistan
Mozambique,Budget,3.6,104,104. Mozambique
West Bank and Gaza,Budget,3.6,105,105. West Bank and Gaza
Brunei Darussalam,Budget,3.5,106,106. Brunei Darussalam
Armenia,Budget,3.4,107,107. Armenia
Equatorial Guinea,Budget,3.2,108,108. Equatorial Guinea
Mali,Budget,3.2,109,109. Mali
Guinea,Budget,3,110,110. Guinea
Moldova,Budget,3,111,111. Moldova
Albania,Budget,2.8,112,112. Albania
Namibia,Budget,2.7,113,113. Namibia
Nepal,Budget,2.7,114,114. Nepal
Cambodia,Budget,2.6,115,115. Cambodia
Mongolia,Budget,2.6,116,116. Mongolia
Madagascar,Budget,2.5,117,117. Madagascar
Gabon,Budget,2.4,118,118. Gabon
Kyrgyz Republic,Budget,2.4,119,119. Kyrgyz Republic
North Macedonia,Budget,2.4,120,120. North Macedonia
Nicaragua,Budget,2.3,121,121. Nicaragua
Rwanda,Budget,2.3,122,122. Rwanda
Niger,Budget,2.2,123,123. Niger
"Bahamas, The",Budget,2,124,"124. Bahamas, The"
"Congo, Rep.",Budget,2,125,"125. Congo, Rep."
French Polynesia,Budget,2,126,126. French Polynesia
Mauritius,Budget,2,127,127. Mauritius
Benin,Budget,1.9,128,128. Benin
Mauritania,Budget,1.8,129,129. Mauritania
Chad,Budget,1.7,130,130. Chad
Greenland,Budget,1.4,131,131. Greenland
Kosovo,Budget,1.3,132,132. Kosovo
Montenegro,Budget,1.3,133,133. Montenegro
Tajikistan,Budget,1.3,134,134. Tajikistan
Haiti,Budget,1.2,135,135. Haiti
Togo,Budget,1.2,136,136. Togo
Faroe Islands,Budget,1.1,137,137. Faroe Islands
Fiji,Budget,1.1,138,138. Fiji
Maldives,Budget,1.1,139,139. Maldives
Timor-Leste,Budget,1.1,140,140. Timor-Leste
Bermuda,Budget,1,141,141. Bermuda
Lebanon,Budget,1,142,142. Lebanon
Eswatini,Budget,0.9,143,143. Eswatini
Burundi,Budget,0.8,144,144. Burundi
Lesotho,Budget,0.8,145,145. Lesotho
"Somalia, Fed. Rep.",Budget,0.8,146,"146. Somalia, Fed. Rep."
Aruba,Budget,0.7,147,147. Aruba
Djibouti,Budget,0.7,148,148. Djibouti
Bhutan,Budget,0.6,149,149. Bhutan
Cabo Verde,Budget,0.6,150,150. Cabo Verde
Belize,Budget,0.5,151,151. Belize
Seychelles,Budget,0.5,152,152. Seychelles
Sierra Leone,Budget,0.4,153,153. Sierra Leone
Guinea-Bissau,Budget,0.3,154,154. Guinea-Bissau
Central African Republic,Budget,0.2,155,155. Central African Republic
"Gambia, The",Budget,0.2,156,"156. Gambia, The"
Samoa,Budget,0.2,157,157. Samoa
Comoros,Budget,0.1,158,158. Comoros
Marshall Islands,Budget,0.1,159,159. Marshall Islands
Tonga,Budget,0.1,160,160. Tonga
Marshall Islands,Budget (% of GDP),53.5,1,1. Marshall Islands
Timor-Leste,Budget (% of GDP),52.9,2,2. Timor-Leste
Ukraine,Budget (% of GDP),41.9,3,3. Ukraine
Greenland,Budget (% of GDP),41.7,4,4. Greenland
Lesotho,Budget (% of GDP),35.6,5,5. Lesotho
Libya,Budget (% of GDP),35.3,6,6. Libya
Burundi,Budget (% of GDP),30.7,7,7. Burundi
French Polynesia,Budget (% of GDP),30.5,8,8. French Polynesia
Botswana,Budget (% of GDP),29.3,9,9. Botswana
Tonga,Budget (% of GDP),29.1,10,10. Tonga
Faroe Islands,Budget (% of GDP),27.3,11,11. Faroe Islands
Equatorial Guinea,Budget (% of GDP),26.2,12,12. Equatorial Guinea
Sweden,Budget (% of GDP),26,13,13. Sweden
Finland,Budget (% of GDP),25.6,14,14. Finland
Cuba,Budget (% of GDP),25.5,15,15. Cuba
Iceland,Budget (% of GDP),25.3,16,16. Iceland
Netherlands,Budget (% of GDP),24.5,17,17. Netherlands
Seychelles,Budget (% of GDP),24.4,18,18. Seychelles
Belgium,Budget (% of GDP),23.8,19,19. Belgium
France,Budget (% of GDP),23.1,20,20. France
Brunei Darussalam,Budget (% of GDP),22.9,21,21. Brunei Darussalam
Denmark,Budget (% of GDP),22.5,22,22. Denmark
Israel,Budget (% of GDP),22.3,23,23. Israel
Norway,Budget (% of GDP),22,24,24. Norway
Namibia,Budget (% of GDP),21.8,25,25. Namibia
Cabo Verde,Budget (% of GDP),21.7,26,26. Cabo Verde
Australia,Budget (% of GDP),21.3,27,27. Australia
Croatia,Budget (% of GDP),21.3,28,28. Croatia
Afghanistan,Budget (% of GDP),21.2,29,29. Afghanistan
Germany,Budget (% of GDP),21.2,30,30. Germany
Canada,Budget (% of GDP),20.9,31,31. Canada
Saudi Arabia,Budget (% of GDP),20.9,32,32. Saudi Arabia
Fiji,Budget (% of GDP),20.8,33,33. Fiji
Estonia,Budget (% of GDP),20.6,34,34. Estonia
Austria,Budget (% of GDP),20.5,35,35. Austria
United Kingdom,Budget (% of GDP),20.5,36,36. United Kingdom
Bhutan,Budget (% of GDP),20.3,37,37. Bhutan
Latvia,Budget (% of GDP),20.2,38,38. Latvia
West Bank and Gaza,Budget (% of GDP),20.2,39,39. West Bank and Gaza
Burkina Faso,Budget (% of GDP),20,40,40. Burkina Faso
Slovak Republic,Budget (% of GDP),20,41,41. Slovak Republic
Hungary,Budget (% of GDP),19.9,42,42. Hungary
Czechia,Budget (% of GDP),19.7,43,43. Czechia
Aruba,Budget (% of GDP),19.6,44,44. Aruba
Eswatini,Budget (% of GDP),19.5,45,45. Eswatini
Spain,Budget (% of GDP),19.5,46,46. Spain
Tunisia,Budget (% of GDP),19.4,47,47. Tunisia
Bolivia,Budget (% of GDP),19.3,48,48. Bolivia
Greece,Budget (% of GDP),19.3,49,49. Greece
South Africa,Budget (% of GDP),19.3,50,50. South Africa
Slovenia,Budget (% of GDP),19.2,51,51. Slovenia
Bosnia and Herzegovina,Budget (% of GDP),19.1,52,52. Bosnia and Herzegovina
El Salvador,Budget (% of GDP),19.1,53,53. El Salvador
Oman,Budget (% of GDP),19.1,54,54. Oman
Brazil,Budget (% of GDP),19,55,55. Brazil
"Korea, Rep.",Budget (% of GDP),18.9,56,"56. Korea, Rep."
Poland,Budget (% of GDP),18.9,57,57. Poland
Cyprus,Budget (% of GDP),18.6,58,58. Cyprus
Luxembourg,Budget (% of GDP),18.6,59,59. Luxembourg
Bulgaria,Budget (% of GDP),18.4,60,60. Bulgaria
Samoa,Budget (% of GDP),18.2,61,61. Samoa
Morocco,Budget (% of GDP),18.1,62,62. Morocco
Russian Federation,Budget (% of GDP),18,63,63. Russian Federation
Algeria,Budget (% of GDP),17.9,64,64. Algeria
Belarus,Budget (% of GDP),17.9,65,65. Belarus
Moldova,Budget (% of GDP),17.9,66,66. Moldova
Montenegro,Budget (% of GDP),17.9,67,67. Montenegro
Italy,Budget (% of GDP),17.8,68,68. Italy
Iraq,Budget (% of GDP),17.5,69,69. Iraq
Sudan,Budget (% of GDP),17.4,70,70. Sudan
Lithuania,Budget (% of GDP),17.3,71,71. Lithuania
China,Budget (% of GDP),17.2,72,72. China
Mauritania,Budget (% of GDP),17.2,73,73. Mauritania
Mozambique,Budget (% of GDP),17.2,74,74. Mozambique
Maldives,Budget (% of GDP),17.1,75,75. Maldives
Romania,Budget (% of GDP),17.1,76,76. Romania
Serbia,Budget (% of GDP),17.1,77,77. Serbia
Djibouti,Budget (% of GDP),17,78,78. Djibouti
Portugal,Budget (% of GDP),16.8,79,79. Portugal
Malta,Budget (% of GDP),16.7,80,80. Malta
Thailand,Budget (% of GDP),16.6,81,81. Thailand
Argentina,Budget (% of GDP),16.4,82,82. Argentina
Rwanda,Budget (% of GDP),16.3,83,83. Rwanda
Guinea-Bissau,Budget (% of GDP),16.1,84,84. Guinea-Bissau
Kyrgyz Republic,Budget (% of GDP),16,85,85. Kyrgyz Republic
Senegal,Budget (% of GDP),15.8,86,86. Senegal
Belize,Budget (% of GDP),15.7,87,87. Belize
Madagascar,Budget (% of GDP),15.6,88,88. Madagascar
Chile,Budget (% of GDP),15.3,89,89. Chile
Zimbabwe,Budget (% of GDP),15.1,90,90. Zimbabwe
Costa Rica,Budget (% of GDP),14.9,91,91. Costa Rica
Honduras,Budget (% of GDP),14.9,92,92. Honduras
North Macedonia,Budget (% of GDP),14.9,93,93. North Macedonia
Colombia,Budget (% of GDP),14.7,94,94. Colombia
Bahrain,Budget (% of GDP),14.6,95,95. Bahrain
Uzbekistan,Budget (% of GDP),14.5,96,96. Uzbekistan
Mauritius,Budget (% of GDP),14.3,97,97. Mauritius
Philippines,Budget (% of GDP),14.2,98,98. Philippines
Armenia,Budget (% of GDP),14.1,99,99. Armenia
Azerbaijan,Budget (% of GDP),13.8,100,100. Azerbaijan
"Macao SAR, China",Budget (% of GDP),13.8,101,"101. Macao SAR, China"
Ecuador,Budget (% of GDP),13.6,102,102. Ecuador
Peru,Budget (% of GDP),13.6,103,103. Peru
Guinea,Budget (% of GDP),13.5,104,104. Guinea
Niger,Budget (% of GDP),13.4,105,105. Niger
United States,Budget (% of GDP),13.4,106,106. United States
"Hong Kong SAR, China",Budget (% of GDP),13.3,107,"107. Hong Kong SAR, China"
Zambia,Budget (% of GDP),13.3,108,108. Zambia
"Bahamas, The",Budget (% of GDP),13.1,109,"109. Bahamas, The"
"Congo, Rep.",Budget (% of GDP),13.1,110,"110. Congo, Rep."
Mali,Budget (% of GDP),13.1,111,111. Mali
Turkiye,Budget (% of GDP),13.1,112,112. Turkiye
Mongolia,Budget (% of GDP),13,113,113. Mongolia
"Iran, Islamic Rep.",Budget (% of GDP),12.9,114,"114. Iran, Islamic Rep."
Nicaragua,Budget (% of GDP),12.9,115,115. Nicaragua
Turkmenistan,Budget (% of GDP),12.7,116,116. Turkmenistan
Kosovo,Budget (% of GDP),12.6,117,117. Kosovo
Togo,Budget (% of GDP),12.6,118,118. Togo
United Arab Emirates,Budget (% of GDP),12.4,119,119. United Arab Emirates
Ireland,Budget (% of GDP),12.2,120,120. Ireland
Panama,Budget (% of GDP),12.2,121,121. Panama
Georgia,Budget (% of GDP),12.1,122,122. Georgia
Paraguay,Budget (% of GDP),12.1,123,123. Paraguay
Albania,Budget (% of GDP),12,124,124. Albania
Kenya,Budget (% of GDP),11.9,125,125. Kenya
Malaysia,Budget (% of GDP),11.9,126,126. Malaysia
Gabon,Budget (% of GDP),11.8,127,127. Gabon
Bermuda,Budget (% of GDP),11.4,128,128. Bermuda
Dominican Republic,Budget (% of GDP),11.3,129,129. Dominican Republic
Switzerland,Budget (% of GDP),11.3,130,130. Switzerland
Guatemala,Budget (% of GDP),11.2,131,131. Guatemala
Kazakhstan,Budget (% of GDP),11.1,132,132. Kazakhstan
Mexico,Budget (% of GDP),11.1,133,133. Mexico
Tajikistan,Budget (% of GDP),10.7,134,134. Tajikistan
Cameroon,Budget (% of GDP),10.6,135,135. Cameroon
India,Budget (% of GDP),10.3,136,136. India
Pakistan,Budget (% of GDP),10.3,137,137. Pakistan
Singapore,Budget (% of GDP),10,138,138. Singapore
Uganda,Budget (% of GDP),9.6,139,139. Uganda
Benin,Budget (% of GDP),9.5,140,140. Benin
Comoros,Budget (% of GDP),9.4,141,141. Comoros
Chad,Budget (% of GDP),9,142,142. Chad
Cote d'Ivoire,Budget (% of GDP),9,143,143. Cote d'Ivoire
Tanzania,Budget (% of GDP),8.8,144,144. Tanzania
Viet Nam,Budget (% of GDP),8.8,145,145. Viet Nam
Puerto Rico (US),Budget (% of GDP),8.4,146,146. Puerto Rico (US)
Central African Republic,Budget (% of GDP),8.3,147,147. Central African Republic
"Congo, Dem. Rep.",Budget (% of GDP),7.9,148,"148. Congo, Dem. Rep."
Indonesia,Budget (% of GDP),7.5,149,149. Indonesia
"Gambia, The",Budget (% of GDP),7.4,150,"150. Gambia, The"
"Somalia, Fed. Rep.",Budget (% of GDP),7.3,151,"151. Somalia, Fed. Rep."
"Egypt, Arab Rep.",Budget (% of GDP),6.8,152,"152. Egypt, Arab Rep."
Sri Lanka,Budget (% of GDP),6.8,153,153. Sri Lanka
Nepal,Budget (% of GDP),6.6,154,154. Nepal
Ethiopia,Budget (% of GDP),6.3,155,155. Ethiopia
Haiti,Budget (% of GDP),6.2,156,156. Haiti
Cambodia,Budget (% of GDP),6.1,157,157. Cambodia
Bangladesh,Budget (% of GDP),5.7,158,158. Bangladesh
Ghana,Budget (% of GDP),5.5,159,159. Ghana
Sierra Leone,Budget (% of GDP),5.5,160,160. Sierra Leone
Angola,Budget (% of GDP),5.2,161,161. Angola
Lebanon,Budget (% of GDP),5.2,162,162. Lebanon
Japan,Debt (% of GDP),248,1,1. Japan
Greece,Debt (% of GDP),176.9,2,2. Greece
Lebanon,Debt (% of GDP),138.4,3,3. Lebanon
Italy,Debt (% of GDP),132.7,4,4. Italy
Portugal,Debt (% of GDP),129,5,5. Portugal
Eritrea,Debt (% of GDP),127.1,6,6. Eritrea
Jamaica,Debt (% of GDP),122.1,7,7. Jamaica
Cabo Verde,Debt (% of GDP),120.5,8,8. Cabo Verde
Cyprus,Debt (% of GDP),108.9,9,9. Cyprus
Belgium,Debt (% of GDP),106.1,10,10. Belgium
Barbados,Debt (% of GDP),105.5,11,11. Barbados
United States,Debt (% of GDP),105.2,12,12. United States
Singapore,Debt (% of GDP),104.7,13,13. Singapore
Antigua and Barbuda,Debt (% of GDP),104.4,14,14. Antigua and Barbuda
Spain,Debt (% of GDP),99.3,15,15. Spain
France,Debt (% of GDP),96.1,16,16. France
Bhutan,Debt (% of GDP),94.8,17,17. Bhutan
Jordan,Debt (% of GDP),93.4,18,18. Jordan
"Gambia, The",Debt (% of GDP),91.6,19,"19. Gambia, The"
Canada,Debt (% of GDP),91.5,20,20. Canada
Grenada,Debt (% of GDP),91.4,21,21. Grenada
Mauritania,Debt (% of GDP),91.2,22,22. Mauritania
Egypt,Debt (% of GDP),89,23,23. Egypt
United Kingdom,Debt (% of GDP),89,24,24. United Kingdom
Croatia,Debt (% of GDP),86.7,25,25. Croatia
Austria,Debt (% of GDP),86.2,26,26. Austria
Mozambique,Debt (% of GDP),86,27,27. Mozambique
Slovenia,Debt (% of GDP),83.2,28,28. Slovenia
Dominica,Debt (% of GDP),83,29,29. Dominica
São Tomé and Príncipe,Debt (% of GDP),82.3,30,30. São Tomé and Príncipe
Belize,Debt (% of GDP),82.1,31,31. Belize
Ukraine,Debt (% of GDP),80.1,32,32. Ukraine
Saint Vincent and the Grenadines,Debt (% of GDP),79.3,33,33. Saint Vincent and the Grenadines
Saint Lucia,Debt (% of GDP),79.2,34,34. Saint Lucia
Ireland,Debt (% of GDP),78.7,35,35. Ireland
Serbia,Debt (% of GDP),77.4,36,36. Serbia
Sri Lanka,Debt (% of GDP),76,37,37. Sri Lanka
Hungary,Debt (% of GDP),75.3,38,38. Hungary
Libya,Debt (% of GDP),73.8,39,39. Libya
Brazil,Debt (% of GDP),73.7,40,40. Brazil
Albania,Debt (% of GDP),73.3,41,41. Albania
Maldives,Debt (% of GDP),73.1,42,42. Maldives
Malawi,Debt (% of GDP),73,43,43. Malawi
Sudan,Debt (% of GDP),72.9,44,44. Sudan
Germany,Debt (% of GDP),71,45,45. Germany
Ghana,Debt (% of GDP),70.8,46,46. Ghana
"Congo, Republic of ",Debt (% of GDP),70.6,47,"47. Congo, Republic of "
India,Debt (% of GDP),69.1,48,48. India
Seychelles,Debt (% of GDP),69,49,49. Seychelles
Saint Kitts and Nevis,Debt (% of GDP),67.8,50,50. Saint Kitts and Nevis
Iceland,Debt (% of GDP),67.6,51,51. Iceland
Montenegro,Debt (% of GDP),67.2,52,52. Montenegro
Yemen,Debt (% of GDP),66.7,53,53. Yemen
Kyrgyz Republic,Debt (% of GDP),66,54,54. Kyrgyz Republic
Netherlands,Debt (% of GDP),65.1,55,55. Netherlands
Uruguay,Debt (% of GDP),64.3,56,56. Uruguay
Angola,Debt (% of GDP),64.2,57,57. Angola
Israel,Debt (% of GDP),64.1,58,58. Israel
Morocco,Debt (% of GDP),64.1,59,59. Morocco
Malta,Debt (% of GDP),64,60,60. Malta
"South Sudan, Republic of",Debt (% of GDP),63.7,61,"61. South Sudan, Republic of"
"Bahamas, The",Debt (% of GDP),63.6,62,"62. Bahamas, The"
Pakistan,Debt (% of GDP),63.6,63,63. Pakistan
Finland,Debt (% of GDP),62.5,64,64. Finland
Togo,Debt (% of GDP),62.3,65,65. Togo
Bahrain,Debt (% of GDP),61.9,66,66. Bahrain
Lao P.D.R.,Debt (% of GDP),61.9,67,67. Lao P.D.R.
Iraq,Debt (% of GDP),61.4,68,68. Iraq
Zimbabwe,Debt (% of GDP),58.9,69,69. Zimbabwe
El Salvador,Debt (% of GDP),58.7,70,70. El Salvador
Mauritius,Debt (% of GDP),58.6,71,71. Mauritius
Lesotho,Debt (% of GDP),58.3,72,72. Lesotho
Vietnam,Debt (% of GDP),58.3,73,73. Vietnam
Tuvalu,Debt (% of GDP),58.2,74,74. Tuvalu
Samoa,Debt (% of GDP),57.8,75,75. Samoa
Malaysia,Debt (% of GDP),57.4,76,76. Malaysia
Senegal,Debt (% of GDP),56.8,77,77. Senegal
Zambia,Debt (% of GDP),56.3,78,78. Zambia
Ethiopia,Debt (% of GDP),56.1,79,79. Ethiopia
Tunisia,Debt (% of GDP),55.7,80,80. Tunisia
Mexico,Debt (% of GDP),54,81,81. Mexico
Belarus,Debt (% of GDP),53.7,82,82. Belarus
Guinea,Debt (% of GDP),53,83,83. Guinea
Puerto Rico,Debt (% of GDP),53,84,84. Puerto Rico
Guinea-Bissau,Debt (% of GDP),52.9,85,85. Guinea-Bissau
Slovak Republic,Debt (% of GDP),52.9,86,86. Slovak Republic
Argentina,Debt (% of GDP),52.1,87,87. Argentina
Kenya,Debt (% of GDP),51.3,88,88. Kenya
Poland,Debt (% of GDP),51.3,89,89. Poland
Colombia,Debt (% of GDP),50.6,90,90. Colombia
South Africa,Debt (% of GDP),49.8,91,91. South Africa
Côte d'Ivoire,Debt (% of GDP),48.9,92,92. Côte d'Ivoire
Central African Republic,Debt (% of GDP),48.5,93,93. Central African Republic
Guyana,Debt (% of GDP),48.2,94,94. Guyana
Fiji,Debt (% of GDP),48.1,95,95. Fiji
Armenia,Debt (% of GDP),46.9,96,96. Armenia
Honduras,Debt (% of GDP),46.8,97,97. Honduras
Switzerland,Debt (% of GDP),45.7,98,98. Switzerland
Denmark,Debt (% of GDP),45.5,99,99. Denmark
Trinidad and Tobago,Debt (% of GDP),45.5,100,100. Trinidad and Tobago
Niger,Debt (% of GDP),45.1,101,101. Niger
Bosnia and Herzegovina,Debt (% of GDP),44.7,102,102. Bosnia and Herzegovina
Gabon,Debt (% of GDP),44,103,103. Gabon
Sierra Leone,Debt (% of GDP),43.8,104,104. Sierra Leone
Suriname,Debt (% of GDP),43.5,105,105. Suriname
Sweden,Debt (% of GDP),43.4,106,106. Sweden
"China, People's Republic of",Debt (% of GDP),42.9,107,"107. China, People's Republic of"
Lithuania,Debt (% of GDP),42.8,108,108. Lithuania
Thailand,Debt (% of GDP),42.7,109,109. Thailand
Chad,Debt (% of GDP),42.6,110,110. Chad
Burundi,Debt (% of GDP),42.5,111,111. Burundi
Costa Rica,Debt (% of GDP),42.4,112,112. Costa Rica
Georgia,Debt (% of GDP),41.5,113,113. Georgia
Moldova,Debt (% of GDP),41.5,114,114. Moldova
Venezuela,Debt (% of GDP),41.5,115,115. Venezuela
Czech Republic,Debt (% of GDP),40.3,116,116. Czech Republic
Qatar,Debt (% of GDP),39.8,117,117. Qatar
Djibouti,Debt (% of GDP),39.5,118,118. Djibouti
Benin,Debt (% of GDP),39.3,119,119. Benin
Romania,Debt (% of GDP),39.3,120,120. Romania
Liberia,Debt (% of GDP),39.2,121,121. Liberia
Panama,Debt (% of GDP),38.8,122,122. Panama
North Macedonia ,Debt (% of GDP),38,123,123. North Macedonia 
"Korea, Republic of",Debt (% of GDP),37.9,124,"124. Korea, Republic of"
Australia,Debt (% of GDP),37.6,125,125. Australia
Rwanda,Debt (% of GDP),37.3,126,126. Rwanda
Taiwan Province of China,Debt (% of GDP),36.5,127,127. Taiwan Province of China
Tanzania,Debt (% of GDP),36.5,128,128. Tanzania
Bolivia,Debt (% of GDP),36.2,129,129. Bolivia
Madagascar,Debt (% of GDP),35.5,130,130. Madagascar
Dominican Republic,Debt (% of GDP),34.9,131,131. Dominican Republic
Latvia,Debt (% of GDP),34.9,132,132. Latvia
Philippines,Debt (% of GDP),34.8,133,133. Philippines
Namibia,Debt (% of GDP),34.6,134,134. Namibia
Uganda,Debt (% of GDP),34.4,135,135. Uganda
Myanmar,Debt (% of GDP),34.3,136,136. Myanmar
Tajikistan,Debt (% of GDP),34.1,137,137. Tajikistan
Ecuador,Debt (% of GDP),33.8,138,138. Ecuador
Marshall Islands,Debt (% of GDP),33.7,139,139. Marshall Islands
"Türkiye, Republic of",Debt (% of GDP),32.9,140,"140. Türkiye, Republic of"
Burkina Faso,Debt (% of GDP),32.8,141,141. Burkina Faso
Cambodia,Debt (% of GDP),32.5,142,142. Cambodia
Bangladesh,Debt (% of GDP),31.7,143,143. Bangladesh
Mali,Debt (% of GDP),30.9,144,144. Mali
Papua New Guinea,Debt (% of GDP),30.6,145,145. Papua New Guinea
Haiti,Debt (% of GDP),30.1,146,146. Haiti
New Zealand,Debt (% of GDP),30,147,147. New Zealand
Nicaragua,Debt (% of GDP),29.4,148,148. Nicaragua
Cameroon,Debt (% of GDP),29,149,149. Cameroon
Azerbaijan,Debt (% of GDP),28.3,150,150. Azerbaijan
Nepal,Debt (% of GDP),28,151,151. Nepal
Norway,Debt (% of GDP),27.9,152,152. Norway
Indonesia,Debt (% of GDP),27.3,153,153. Indonesia
"Micronesia, Fed. States of",Debt (% of GDP),26.4,154,"154. Micronesia, Fed. States of"
Bulgaria,Debt (% of GDP),26.3,155,155. Bulgaria
Vanuatu,Debt (% of GDP),25.6,156,156. Vanuatu
Comoros,Debt (% of GDP),25.4,157,157. Comoros
Guatemala,Debt (% of GDP),24.2,158,158. Guatemala
Paraguay,Debt (% of GDP),24.2,159,159. Paraguay
Peru,Debt (% of GDP),24,160,160. Peru
Turkmenistan,Debt (% of GDP),23.2,161,161. Turkmenistan
